"Position","link","img","title","subtitle","price","rating"
222,"https://wolt.com/nb/nor/oslo/restaurant/eat-thai-steen-strom","https://imageproxy.wolt.com/venue/5da0871075f6dbaede1afd2e/e5e8a280-c448-11eb-9f40-725a6e691cfe_ffda61e6_a815_11eb_9391_121a7953ba73_eat_thai2463.jpg","Eat Thai Steen & Strøm","A taste of Thai to go","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
223,"https://wolt.com/nb/nor/oslo/restaurant/anatolia-restaurant","https://imageproxy.wolt.com/venue/5e8226f4f8916e9f2d49c2cc/8084551e-742c-11ea-97c4-0a586462590e_shutterstock_745506559.jpg","Anatolia Restaurant Tøyen Torg","Retter fra Tyrkia!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
224,"https://wolt.com/nb/nor/oslo/restaurant/delhi-tandoori","https://imageproxy.wolt.com/venue/5e6b6df5d6a65d3c0d1c71dc/2179462e-7355-11ea-9d3d-0a5864620915_list.jpg","Delhi Tandoori","Tradisjonell mat fra India😊","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
225,"https://wolt.com/nb/nor/oslo/restaurant/teaology-posthallen","https://imageproxy.wolt.com/venue/5e5677759e5b4450c5ec280d/be3fc6e6-70bd-11ed-aa69-de4059b421a6_w_teaologoly00791.jpg","Mama Pho & TeaOlogy Posthallen","Premium classic and herbal teas. Real tea - real taste. Authentic Vietnamese noodle soups and salads made by Mama","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
226,"https://wolt.com/nb/nor/oslo/restaurant/saray-restaurant","https://imageproxy.wolt.com/venue/5e7c8d9f3e1f455353f43ddb/5c24d04c-6f8e-11ea-ab92-0a58647b37ec_saray%2005.png","Saray Restaurant","Opplev det tyrkiske kjøkkenet.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
227,"https://wolt.com/nb/nor/oslo/restaurant/asias-hjerte","https://imageproxy.wolt.com/venue/637747bc05c1fa3faf1b17dd/e827de28-6724-11ed-9944-ae652637c86f_samlebilde.jpg","Asias Hjerte","Asias Hjerte har samlet unike matretter fra sentral Asia og tatt de med til Oslo","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
228,"https://wolt.com/nb/nor/oslo/restaurant/ploy-thaimat-reepia","https://imageproxy.wolt.com/venue/6284de792bb1c3acfcbef34e/d69d7dc8-db5d-11ec-9403-ee6207565f9b_hero.jpg","Ploy Thaimat Reepia","Kvalitetsmat fra thailand, laget med de beste råvarene","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
229,"https://wolt.com/nb/nor/oslo/restaurant/cafe-sara","https://imageproxy.wolt.com/venue/61bc737b3e36d66bf4998344/87b0be68-63ea-11ec-bef2-b2cac34948ed_samlebilde.jpg","Cafe Sara","Velkommen til en sosial atmosfære i en kombinert bar og cafe med matservering","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
230,"https://wolt.com/nb/nor/oslo/restaurant/pizza-uno-fezo","https://imageproxy.wolt.com/venue/61cc69dd856ed9dd5939d217/3a5da28e-7aa1-11ec-a378-62a65391c6f1__dsc5474.jpg","Pizza Uno Fezo","Smakfulle pizzaer lagd med kjærlighet","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
231,"https://wolt.com/nb/nor/oslo/restaurant/espresso-house-bussterminalen-grnland","https://imageproxy.wolt.com/venue/6278d890d573b9a99a2c4d21/1ada2f88-cf77-11ec-82b0-a21328e71dec_97802fb4_9900_11eb_b672_4a7be12efb98_espressohouse2624.jpg","Espresso House Bussterminalen Grønland","Kvalitet i alle ledd – fra kaffebønnene, bakeriet og til våre ansatte.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
232,"https://wolt.com/nb/nor/oslo/restaurant/apsorn-thai-restaurant","https://imageproxy.wolt.com/venue/5f96f8e979cc628d32bd7b23/17c7210c-2a78-11eb-820a-16644efa5913_hero_shot_2.jpg","Apsorn Thai Restaurant","Thai mat med fokus på høy kvalitet og en god smaksopplevelse 🍜","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
233,"https://wolt.com/nb/nor/oslo/restaurant/la-luz","https://imageproxy.wolt.com/venue/639701b49136be20571eb76b/e65d21e4-9667-11ed-a327-96632d16b3de_0samlebilde.jpg","La Luz","Her finner du autentisk taco og meksikanske smaker.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
234,"https://wolt.com/nb/nor/oslo/restaurant/isan-kitchen","https://imageproxy.wolt.com/venue/60db1730e2a9edc6bb284596/db2c87c8-e318-11eb-b0f5-26899615bf78_isan_kitchen0226.jpg","Isan Kitchen","Autentiske hjemmelagde Thai retter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
235,"https://wolt.com/nb/nor/oslo/restaurant/loasis-mazze","https://imageproxy.wolt.com/venue/606c7696a3fa0620dd1ce562/4c964070-9f76-11eb-b9c1-261a225b2daf_loasis_maze1512.jpg","L'Oasis Mazze","Matopplevelsen du alltid kommer tilbake til!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
236,"https://wolt.com/nb/nor/oslo/restaurant/king-falafel","https://imageproxy.wolt.com/venue/5fdb65245d7c2cde6da500eb/b89dd63e-5bff-11ec-a7be-f69e8cc449d5_king_falafel0497.jpg","King Falafel","100% hjemmelaget og vegansk falafel basert på autentiske oppskrifter fra Aleppo","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.4
237,"https://wolt.com/nb/nor/oslo/restaurant/mitea-oslo","https://imageproxy.wolt.com/venue/63b691ffc1a5d285be417202/5a27125e-90e8-11ed-a769-aab20b29a588_samlebilde.jpg","Mitea","Vi introduserer autentiske asiatiske produkter og oppskrifter i Norge! Gjennom å kombinere de nyeste trendene med kvalitetsingredienser, kan vi tilby spennende nye produkter som baserer seg på tradisjonelle asiatiske oppskrifter og smakssammensetninger.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
238,"https://wolt.com/nb/nor/oslo/restaurant/hapag-sushi-barcode","https://imageproxy.wolt.com/venue/620d500084d96c650dfde759/5b256720-a695-11ec-8b7f-c66c4207f22d_samlebilde_hapag_sushi.jpg","Hapag Sushi Barcode","Sushi laget av topp kvalifiserte kokker 🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
239,"https://wolt.com/nb/nor/oslo/restaurant/mr-fish-colosseum","https://imageproxy.wolt.com/venue/5fdc6a7bb3c2b1fa476202b3/251c17b4-4381-11eb-a5cb-d279fbe96bbd_mr._fish__hero.jpg","Mr. Fish Colosseum","Fantastisk sushi til en utrolig god pris! 🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
240,"https://wolt.com/nb/nor/oslo/restaurant/ching-ching","https://imageproxy.wolt.com/venue/60e6d11b3676032db10d1ea3/4fb5184e-a21c-11ed-8445-c6ad8f397a40_a9040672_f362_11eb_a0d0_1e83858315a4_ching_ching0141.jpg","Ching-Ching","Autentisk smak av Asia med en moderne vri.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
241,"https://wolt.com/nb/nor/oslo/restaurant/pizza-plutselig","https://imageproxy.wolt.com/venue/5dc16e7fe3b695766f845dee/68237912535db52cac2608667d4f71e0","Pizza Plutselig","Kvalitetspizza!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
242,"https://wolt.com/nb/nor/oslo/restaurant/peoples","https://imageproxy.wolt.com/venue/6278bf81e8b5906408b65f59/c55691a2-d771-11ec-9eff-760acec4965b__dsc1962_1.jpg","People's","The place you want to be with your friends","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
243,"https://wolt.com/nb/nor/oslo/restaurant/monsun-noodlebar","https://imageproxy.wolt.com/venue/60cc66c4b29b0ae5ddfb2fc1/d801eec2-d01b-11eb-97f7-8a3f68690e5e_monsun6760.jpg","Monsun Noodlebar","Noodles 🍜","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
244,"https://wolt.com/nb/nor/oslo/restaurant/omakasia-by-tri-ky","https://imageproxy.wolt.com/venue/616411ed20fc3aa435fc6770/7ec7e116-a0a0-11ed-b4c1-1ea1a8fb71e6_omkasia2476.jpg","OmakAsia - VIA Village","En spennende asiatisk restaurant med fokus på unike smaksopplevelser og tradisjonelle og moderne matlagingsteknikker!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
245,"https://wolt.com/nb/nor/oslo/restaurant/estar-sushi","https://imageproxy.wolt.com/venue/616693beed80b373ff6b1fd7/1371971e-3705-11ec-a43d-8abda7b5a9aa_estar_sushi11565.jpg","Estar Sushi","Smakfulle sushi og varmretter!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
246,"https://wolt.com/nb/nor/oslo/restaurant/el-burro-byporten","https://imageproxy.wolt.com/venue/60797c02c74a601e76e36e94/08543576-a682-11eb-8263-ea636e2bd885_el_burro2257.jpg","El Burro","Liker du meksikansk street food? Da vil du elske El Burro!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.6
247,"https://wolt.com/nb/nor/oslo/restaurant/punjabi-tadka","https://imageproxy.wolt.com/venue/63ce5bc46731b6c6c8da67ed/0cb469f0-a6f9-11ed-9a01-3ab224c7d9b4_0samlebilde__1_.jpg","Punjabi Tadka","Gratis levering for alle bestillinger over 399,-🚴🏼‍♂️// Ekte Indisk.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.2
248,"https://wolt.com/nb/nor/oslo/restaurant/thaibox-baguetter","https://imageproxy.wolt.com/venue/619cfbe7dc9bf2860d762ab8/b1762dac-4dc7-11ec-a993-8a6912b69d8d_kioskogspill_storgata_18_11_2021_11.jpg","Thaibox & Baguetter","Ferske påsmurte baguetter og herlig thaimat!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
249,"https://wolt.com/nb/nor/oslo/restaurant/cai-kitchen-oslo","https://imageproxy.wolt.com/venue/63f47edd7817242f4c51eca7/3d905616-bc10-11ed-8e8c-16aa8805d93f_samlebild_2.jpg","Cai Kjøkken","Skap ditt perfekte Kinesiske måltid 🥢","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
250,"https://wolt.com/nb/nor/oslo/restaurant/pizza-crudo","https://imageproxy.wolt.com/venue/5ec281ed62cede32705a3d46/b311381c-c062-11ea-9db8-d2e306792240_hero_shot_02.jpg","Pizza Crudo","Original italiensk pizza","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
251,"https://wolt.com/nb/nor/oslo/restaurant/g-pizza-kebab","https://imageproxy.wolt.com/venue/6278c1d5e5bc8b18f986074e/ab3b9d40-ed50-11ec-9a72-4ac4707c2cb4_gr_nland_pizza0490.jpg","G Pizza & Kebab","Pizza og Kebab på Grønnland","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.6
252,"https://wolt.com/nb/nor/oslo/restaurant/lios-cafe-bar","https://imageproxy.wolt.com/venue/635653ac9a702fb86278a4f3/12ae3578-8aa9-11ed-a4e3-a69a89b821f4_samlebilde__2_.jpg","Lio's Cafe Bar","Great homemade food made daily with fresh quality ingredients and loving care","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
253,"https://wolt.com/nb/nor/oslo/restaurant/shadys-mini-burgers","https://imageproxy.wolt.com/venue/606e2f442c466559b35a20b9/9388a524-ca03-11eb-b161-0a0500aea43e_shadys_miniburger2215_logo.png","Shady's Mini Burgers","Fargerike sliders av premium kvalitet! 🍔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
254,"https://wolt.com/nb/nor/oslo/restaurant/sofienberg-street-food","https://imageproxy.wolt.com/venue/626fbb09c8fd8c0d834c8a50/7d20c7e8-cd0a-11ec-9d2e-1213d25efa94__dsc9632_1.jpg","Sofienberg Street Food","Asiatisk street food","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7
255,"https://wolt.com/nb/nor/oslo/restaurant/kafe-asylet","https://imageproxy.wolt.com/venue/5fbe5880c9829e079a48b73f/9b00c7b0-33df-11eb-9e8b-feca3019e074_asylet1222.jpg","Kafe Asylet","Asylet har forsynt sine gjester med tradisjonell norsk julemat siden 1993. Vi har brukt samme oppskrift i alle 27 årene. Nå har Oslos befolkning mulighet til å få dette hjem.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.6
256,"https://wolt.com/nb/nor/oslo/restaurant/mistral-restaurant","https://imageproxy.wolt.com/venue/5e7cd10a1d5f2d9994b4a337/655f3700-9d63-11ed-b907-2e58cbe049df_mistral4345.jpg","Mistral Restaurant","Vi ønsker å gi deg en intim og uforglemmelig restaurantopplevelse.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
257,"https://wolt.com/nb/nor/oslo/restaurant/coyo","https://imageproxy.wolt.com/venue/6196480a0480798f1b676e30/de0626ce-50f1-11ec-86d5-fa844c378f80_coyo3865.jpg","Coyo","Coyo er en autentisk meksikansk restaurant i hjertet av Oslo","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.4
258,"https://wolt.com/nb/nor/oslo/restaurant/kinabolle","https://imageproxy.wolt.com/venue/61c1d01d92ab088b48877a18/f7325288-6633-11ec-9a34-b672e5409c36_kinabolle_13.jpg","Kinabolle","At Kinabolle, every dish has its own unique taste, its own historical origin and story. We use only fresh, preferably local ingredients, and we cook from scratch.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
259,"https://wolt.com/nb/nor/oslo/restaurant/the-shamrock-restaurant","https://imageproxy.wolt.com/venue/628dd8a6994d5ccb10fdcbe8/3eeb353e-f871-11ec-be45-56030e5132b4_shutterstock_1922203061.jpeg","The Shamrock Restaurant","En sportsbar med live musikk, ukentlige quizer, god stemning og masse god mat og drikke! Vi holder til sentralt i et av Oslos mest travle områder, Grunerløkka!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
260,"https://wolt.com/nb/nor/oslo/restaurant/hells-kitchen-oslo","https://imageproxy.wolt.com/venue/5db1aebf11a7838a55692ad8/56f3ef0915c04ad3326b303395ef0804-edits/46ada338deeee0662cce767fc13580ec","Hells Kitchen Oslo","Djevelsk god pizza på Hells Kitchen.","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8
261,"https://wolt.com/nb/nor/oslo/restaurant/pizzeria-la-pietra","https://imageproxy.wolt.com/venue/5fb2941e36dfcc2ad56a2510/338ff0f8-4067-11eb-b2ca-c66c2dc6ca62_hero_shot_2.jpg","Pizzeria la Pietra","Koselig liten pizzeria. Kanskje best i byen? Prøv selv!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
262,"https://wolt.com/nb/nor/oslo/restaurant/bosu-boba-sushi-oslo","https://imageproxy.wolt.com/venue/6419cabee41eee92274e81f1/32cdc9b4-c7fc-11ed-ad8e-de2557ec98c9_afb133ae_a221_11ed_bb9c_32874f5dd791_61c2ea52_67d5_11ec_97cc_56057bea5f42_sushi_bosu0529__1_.jpg","BoSu Boba & Sushi Schweigaards","Smakfulle retter og bubble tea!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
263,"https://wolt.com/nb/nor/oslo/restaurant/dimsum-by-taste-of-china","https://imageproxy.wolt.com/venue/5eda428390ae76078690391c/5de58660-a226-11ed-8608-4212858b4d31_hero2.jpg","DimSum by Taste of China","Vi lager hver enkel rett med kjærlighet, og håper vi berører hjertet ditt med maten vår.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
264,"https://wolt.com/nb/nor/oslo/restaurant/hys-sushi-asian-dining","https://imageproxy.wolt.com/venue/619b931debde2cd3db4a1cf5/17b18c68-6a1c-11ec-998f-52d42830e7a2_hy_s_sushi___asian_dining0221.jpg","Hy's Sushi & Asian Dining","Deilige retter fra flere asiatiske matkulturer, laget med lidenskap og de beste råvarer.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
265,"https://wolt.com/nb/nor/oslo/restaurant/pizzeria-valentino1","https://imageproxy.wolt.com/venue/5fca32f75fccd5450d5a6c19/72621dfc-48f4-11eb-94ef-d6cdd40287f6_editorial__3_.jpg","Pizzeria Valentino","Gratis levering for alle bestillinger🚴‍♂️// Smak en ekte bit av Italia!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
266,"https://wolt.com/nb/nor/oslo/restaurant/limon","https://imageproxy.wolt.com/venue/5fc5110c332df729e8ecd1ac/ba0399b0-a22a-11ed-8bf8-e2b666b0556c_52cb02f2_347b_11eb_878a_c276f12be7c4_limon1126.jpg","Limón","Ceviche, poke & smoothie bowls.","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",9.2
267,"https://wolt.com/nb/nor/oslo/restaurant/masala-politics","https://imageproxy.wolt.com/venue/613f3aeb999df93bfb26fdd5/0fffa354-153c-11ec-973d-f2979e80bcfe_masala_politics3329.jpg","Masala Politics","Masala til folket!","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",8.6
268,"https://wolt.com/nb/nor/oslo/restaurant/unik-sushi-og-roll","https://imageproxy.wolt.com/venue/62a308d24e48ef3c5f4ad11c/b804a7b0-4543-11ed-a1ab-a2a6f6445b28_untitled_session3201.jpg","Unik Sushi Storo","All dishes are prepared in the traditional way to give you the colorful, fresh and exotic taste.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
269,"https://wolt.com/nb/nor/oslo/restaurant/tsen-cafebar","https://imageproxy.wolt.com/venue/615aafd4458c8691ce8cecd0/ef5879e0-37c9-11ec-b7aa-4a22af8265aa_ta_sen_cafebar1541.jpg","Tåsen Cafebar","Gode retter med mye smak!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
270,"https://wolt.com/nb/nor/oslo/restaurant/sami-sushi-wok","https://imageproxy.wolt.com/venue/61b85b15b51e4f74b2bc0e26/ba0d004a-63f1-11ec-98de-962f06f61ed5_sami_sushi0364.jpg","Sami Sushi & Wok","Stort utvalg sushi og andre smaksrike retter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
271,"https://wolt.com/nb/nor/oslo/restaurant/fukuya-frogner","https://imageproxy.wolt.com/venue/637c909504606bbce80ee489/b37dae7c-7acb-11ed-8918-924b5b18a4cb_samlebilde_1__2__copy.jpg","Fukuya","De fantastiske smakene av asiatisk matkultur","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
272,"https://wolt.com/nb/nor/oslo/restaurant/burger-shack-oslo","https://imageproxy.wolt.com/venue/60db34a9653c8e4201b5f556/8ce4ccbc-d984-11eb-aef7-524eac576042_burger_shack0032.jpg","Burger Shack","Ekte burgere! 🍔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
273,"https://wolt.com/nb/nor/oslo/restaurant/roma-pizza-vinderen","https://imageproxy.wolt.com/venue/619ba7acd83b296948839ca2/97180976-754e-11ed-aab9-72985fddf622_98b7b492_5101_11ec_98cc_e2209017d4e9_roma_pizza___grill3713.jpg","Roma Pizza Vinderen","Godt utvalg pizza, kebab og andre grillretter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
274,"https://wolt.com/nb/nor/oslo/restaurant/handmade","https://imageproxy.wolt.com/venue/5f7c596228cd25da0501b2c2/75a1a5c0-6c22-11ed-805a-feedfdad0822_handmade_burgers8622.jpg","Handmade Grünerløkka","Nyt de hjemmelagde burgerne fra Handmade 🍔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
275,"https://wolt.com/nb/nor/oslo/restaurant/alibaba-turkish-grill-steak","https://imageproxy.wolt.com/venue/61b72361d60b7ef9a4dc08ec/8370f94a-5d8b-11ec-9dd8-2ec10c40900c_shutterstock_1803424429.jpg","Alibaba Turkish Grill & Steak","En uforglemmelig opplevelse av det Tyrkiske kjøkken.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
276,"https://wolt.com/nb/nor/oslo/restaurant/sushi-wok-ekspressen","https://imageproxy.wolt.com/venue/5e6b70c86a6f38ff88f6939b/4c9dd6ee-a703-11ea-a07c-0a58646e68c7_shutterstock_1144902725.jpg","Sushi Wok Ekspressen","Godt utvalg i sushi og varmretter","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
277,"https://wolt.com/nb/nor/oslo/restaurant/masala-curry-oslo","https://imageproxy.wolt.com/venue/621cd6f7371250ce95599fa5/30aa7b60-a5bf-11ec-9fa6-cede9f718279_masala_karri6240.jpg","Masala Curry","Bli med på en reise full av smaker.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
278,"https://wolt.com/nb/nor/oslo/restaurant/sushi-special","https://imageproxy.wolt.com/venue/62a06d7fba7f2cdf6ac25f8a/a2ecaf36-a212-11ed-9e62-5eeff366b884_sushi__special2956.jpg","Sushi Special","Nå med gratis levering på ordrer over kr. 499,- ut April 🚴🏼‍♂️ // Velkommen til Sushi Special - Et sted hvor du får oppdage magien som ligger i de ekte japanske smakene.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
279,"https://wolt.com/nb/nor/oslo/restaurant/umami-sushi2021","https://imageproxy.wolt.com/venue/615ef7db754179eb2f4641a4/fddcd3d8-31a9-11ec-8bcb-461055da5c11_umami0960.jpg","Umami Sushi","En god smaksopplevelse!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
280,"https://wolt.com/nb/nor/oslo/restaurant/kylling-pizza-majorstuen","https://imageproxy.wolt.com/venue/6320544aedb9b17674f537a1/b1d7a066-38f7-11ed-89c1-b203bdacd5fa_20415fa6_34cb_11ec_8fb7_4a82473e234f_kylling___pizza0970.jpg","Kylling & Pizza Majorstuen","Fried chicken, burgere og pizza!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
281,"https://wolt.com/nb/nor/oslo/restaurant/miss-gin","https://imageproxy.wolt.com/venue/61f3cbe98a10b09b68f4ab3c/7c8fdd12-a213-11ed-9d22-8eae08292404_missgin_32.jpg","Miss Gin","Vietnamesisk street food.","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",9
282,"https://wolt.com/nb/nor/oslo/restaurant/ghost-pizza","https://imageproxy.wolt.com/venue/61f3af70beba4499c654b03e/96031366-6f2f-11ed-a943-d21b1be77080_ghost_pizza1329_1_copy.jpg","Ghost Pizza","Tilfredstill sulten med digg Italiensk pizza.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
283,"https://wolt.com/nb/nor/oslo/restaurant/panda-restaurant","https://imageproxy.wolt.com/venue/61813f7c6361500d43a32629/c32dae8a-3bed-11ec-b0f2-228d0f8154c6_panda_restaurant1968.jpg","Panda Restaurant","Autentiske og smakfulle kinesiske retter","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
284,"https://wolt.com/nb/nor/oslo/restaurant/sakura-sushi-frogner","https://imageproxy.wolt.com/venue/632043b8a3a34f54336ea569/c59a10f0-35c5-11ed-b164-ca15e8a82055_sakura_sushi_oslo9545_copy.jpg","Sakura Sushi Frogner","Du kan være sikker på at når du bestiller, er maten din laget for å oppfylle dine standarder","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
285,"https://wolt.com/nb/nor/oslo/restaurant/wasabi-sushi-og-wok","https://imageproxy.wolt.com/venue/5fa0627aae422a194c0904f6/24a2fe0e-2f38-11eb-b071-caa47eea21bc_hero__1_.jpg","Wasabi Sushi og Wok","Det meste innen sushi og annen asiatisk mat 🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
286,"https://wolt.com/nb/nor/oslo/restaurant/en-til-pizza","https://imageproxy.wolt.com/venue/63db75d940ad51ef72c967a1/73e5d8b0-a7a4-11ed-8b77-2639d045be76_0samlebilde_02_1.jpg","En Til Pizza","Lidenskap rett fra steinovnen.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
287,"https://wolt.com/nb/nor/oslo/restaurant/majorstuen-sushi","https://imageproxy.wolt.com/venue/5f7c3a3ea086c81963f15129/40625524-1875-11eb-bdee-82b5fd3963c7_majorstoen_sushi_170_heroshot_03.jpg","Majorstuen Sushi","Sushi av sunne og ferske råvarer 🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
288,"https://wolt.com/nb/nor/oslo/restaurant/egon-karl-johan","https://imageproxy.wolt.com/venue/620662a754a3b879d6084c4a/dae77f9a-8b40-11ec-9442-3e612a42e678_oversiktsbilde_egon_2021","Egon Karl Johan","Her vil de fleste finne noe de liker.","<span>$$$</span><span class=""sc-537ac15b-35 hxASyT"">$</span>",7.4
289,"https://wolt.com/nb/nor/oslo/restaurant/sushi-hjrnet-adamstuen","https://imageproxy.wolt.com/venue/62583eb07952d16fcef869f5/2a091c34-bc09-11ec-861f-aad8b279fc1b_sushi_hj_rnet_adamstuen0309.jpg","Sushihjørnet Adamstuen","Smakfull sushi og andre asiatiske småretter","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
290,"https://wolt.com/nb/nor/oslo/restaurant/jaipur-1","https://imageproxy.wolt.com/venue/5dbc603398d6a3ac4625a7ca/10170365c98f718d1a1520bb60eddf13-edits/474fdff41dc30dece6cc54d6d7613ad3","Jaipur","Klassisk indisk der tandoori-retter står i sentrum","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
291,"https://wolt.com/nb/nor/oslo/restaurant/sushi-godbit","https://imageproxy.wolt.com/venue/5fc64effec2e73dc6f694093/bb10e474-ba3d-11eb-a080-46663a246388_godbit_sushi0431.jpg","Sushi Godbit","Sushi it to the next level, moist and flavourful!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
292,"https://wolt.com/nb/nor/oslo/restaurant/carl-berners-grill","https://imageproxy.wolt.com/venue/61977de85ad64490d1da1a6b/0216c250-5c03-11ec-aa19-aa3a44d5344f_carl_berner_pizza___grill13532.jpg","Carl Berners Grill","God pizza og calzone, saftige burgere og smakfull kebab.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
293,"https://wolt.com/nb/nor/oslo/restaurant/osloves-pizza","https://imageproxy.wolt.com/venue/602e9345ea2a7bc22948022a/d682d92e-993b-11eb-8424-deb03063f55a_pizzalove5914.jpg","Osloves Pizza","Pizza, burger, kebab og andre fristede retter for enhver smak!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
294,"https://wolt.com/nb/nor/oslo/restaurant/mother-india-oslo","https://imageproxy.wolt.com/venue/617bd7976a1b51a8dbd91195/854c08c0-a3a0-11ed-bad5-822ed22105a7_36407abc_6ecd_11ec_9f52_ea191ef88e29_mother_india0636.jpg","Mother India","Vi serverer ett stykke nord-Indisk kultur","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
