"Position","link","img","title","subtitle","price","rating"
75,"https://wolt.com/nb/nor/oslo/restaurant/lucky-bird","https://imageproxy.wolt.com/venue/5f0eea0b0b09107615f127ad/5a000c94-e40e-11ed-a620-82f43454f732_hero__4_.jpg","Lucky Bird","Amerikansk inspirert fried chicken","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
76,"https://wolt.com/nb/nor/oslo/restaurant/villa-paradiso-frogner","https://imageproxy.wolt.com/venue/6331824ac3bf3316927805a6/2eb0bbd0-3efd-11ed-ae0c-fa0c5ab157a5_9505b738_027a_11ed_a7f4_ae90632c0785_villa_paradiso_grunerlokka4914_2.jpg","Villa Paradiso Frogner","Italiensk pizza etter Napolitansk tradisjon","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
77,"https://wolt.com/nb/nor/oslo/restaurant/mano","https://imageproxy.wolt.com/venue/6082c25b5fbb09077c7984cf/dfb4350e-a22d-11ed-a846-96ae9ee98977_993ecba0_a8df_11eb_bb3c_ee26db604712_mano_33.jpg","Mano Frogner","Mano betyr «hånd» og pizza er håndverk. Derfor lager vi den for hånd på tradisjonelt napolitansk vis.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
78,"https://wolt.com/nb/nor/oslo/restaurant/braud-toastbar","https://imageproxy.wolt.com/venue/6151906287720e6cee7efd1f/e3d88df8-a22b-11ed-a0f9-4ebe967ca4bc_97113348_2505_11ec_bacb_168278cbae99_braud_toastbar10358.jpg","Braud Toastbar","Smakfulle toast og juice","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
79,"https://wolt.com/nb/nor/oslo/restaurant/pizza-baronen-bislett","https://imageproxy.wolt.com/venue/636b7748492494572032c49a/6c43e17e-7171-11ed-8636-76da65850b4d_samlebilde.jpg","Pizza Baronen Bislett - Leveres av Restauranten","Pizza, burger og kebab. 🚙 Denne restauranten leverer selv. Alle henvendelser må derfor rettes direkte til restaurantens kontaktnummer +4722332233 // Hele Oslo´s favoritt siden 1989","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.2
80,"https://wolt.com/nb/nor/oslo/restaurant/los-tacos","https://imageproxy.wolt.com/venue/5fb5403782cf7201ba8f1929/273144c2-2b15-11eb-9566-0669a6d41d68_los_tacos2499.jpg","Los Tacos Jernbanetorget","American-Mexican Fast Casual Restaurant 🌯 🌮","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
81,"https://wolt.com/nb/nor/oslo/restaurant/valkyrien-grill","https://imageproxy.wolt.com/venue/61b1efe6cbca219d626d83f6/33e42d94-5d99-11ec-90ed-a63e0814dd28_valkyrien_grill0705.jpg","Valkyrien Grill","Valkyriske burgere for de med god smak!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
82,"https://wolt.com/nb/nor/oslo/restaurant/hokkigai-sushi","https://imageproxy.wolt.com/venue/61890027be6412e8b9ad7b2e/1951cbe2-42d9-11ec-b5b4-ca4a5fd55e95_hakkogai_sushi12374.jpg","Hokkigai Sushi","Her kan du være med på en deilig asiatisk matopplevelse","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
83,"https://wolt.com/nb/nor/oslo/restaurant/far-east-restaurant","https://imageproxy.wolt.com/venue/6086c3b823aa00c9af92b55a/43aac698-a82c-11eb-a2ff-ee33c7ef450e_far_east2427.jpg","Far East Restaurant","Autentisk vietnamesisk mat som tar deg med til den fjerne østen","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
84,"https://wolt.com/nb/nor/oslo/restaurant/aften-pizza-grill","https://imageproxy.wolt.com/venue/62b2dea3aacd3a2d5100f672/c28664d6-f79f-11ec-a42e-f2964acd130a_0taco_pizza.jpg","Aften Pizza & Grill","Aften Pizza & Grill","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
85,"https://wolt.com/nb/nor/oslo/restaurant/grills-ville","https://imageproxy.wolt.com/venue/617ffec728e7f57cced425df/5a20be74-bff8-11ed-9741-ae06f4de744a_grills_ville_bilde.jpeg","Grill's Ville","Grill’s Ville startet opp med en enkel visjon i januar 2010. Vi ville lage enkle burgere, men med ingredienser av høy kvalitet.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
86,"https://wolt.com/nb/nor/oslo/restaurant/mac-cheese-bar","https://imageproxy.wolt.com/venue/5e8c979ffd92cd14d2a1ba25/e2df001c-a212-11ed-b5ef-7a283d92b61a_80d3f75e_5b21_11eb_92bb_4ae175e888fb_forsidebilde_2021.jpg","Mac + Cheese Bar Grünerløkka","Gourmet Mac & Cheese","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
87,"https://wolt.com/nb/nor/oslo/restaurant/way-down-south","https://imageproxy.wolt.com/venue/5e96e27385ea075a1c15ebe4/b0cec0cc-60a0-11eb-b584-5250c791bbe2_way_down_south___a7r007142.png","Way Down South","Smokehouse Barbecue","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
88,"https://wolt.com/nb/nor/oslo/restaurant/gangnam-korean-restaurant","https://imageproxy.wolt.com/venue/62208a76d612c5e127a76720/67f5d092-a212-11ed-900e-7a283d92b61a_e133a160_a384_11ec_bcfa_76fa7268b414_samlebilde.jpg","Gangnam Korean Restaurant","Ekte koreansk mat","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
89,"https://wolt.com/nb/nor/oslo/restaurant/dominos-storgata","https://imageproxy.wolt.com/venue/6329b8bc98e97fcb53d8514c/053a048e-9644-11ed-b028-c2af72c94ca7_dominos_wolt_1280x720.jpg","Domino's Pizza Storgata","🚙 Denne restauranten leverer selv. Alle henvendelser må derfor rettes direkte til restaurantens kontaktnummer: +4794099337","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
90,"https://wolt.com/nb/nor/oslo/restaurant/kebab-hot","https://imageproxy.wolt.com/venue/61ee647152727d785dd1f363/b51c5fee-88cd-11ec-ac7c-f2d2fc289b56_kebab_hot2539.jpg","Kebab Hot","For kebab elskere, av kebab elskere","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
91,"https://wolt.com/nb/nor/oslo/restaurant/thai-city-grner","https://imageproxy.wolt.com/venue/5e823de544472eb2492c498b/27d22206-6194-11eb-bd58-aefbcc9a1d8b_thai_city3400.jpg","Thai City Grüner","Autentisk Thaimat på Løkka","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
92,"https://wolt.com/nb/nor/oslo/restaurant/gorgonzo","https://imageproxy.wolt.com/venue/6347e59fbef3cc41882ed78c/ea15cc86-be6d-11ed-8608-c280d96c0e71_gorgonzo1609.jpg","Gorgonzo","Ekte italiensk pizza og byens beste Tyrkiske döner.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
93,"https://wolt.com/nb/nor/oslo/restaurant/sushi-city-wok","https://imageproxy.wolt.com/venue/6026856d0d9f171433f71200/fc3ab4e6-8259-11eb-af04-e6111633d3b9_sushi_city_wok0007_2.jpg","Sushi City Wok","Sushi, wok og bubble tea - raskt og godt!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
94,"https://wolt.com/nb/nor/oslo/restaurant/mini-sushi","https://imageproxy.wolt.com/venue/5e9efdac3cfbeb2895398681/b4672d66-8353-11eb-abbe-be2332bb9ebd_mini_sushi_25885.jpg","Mini Sushi","Favoritten på Carl Berner 🍣","<span>$</span><span class=""sc-537ac15b-35 hxASyT"">$$$</span>",9.2
95,"https://wolt.com/nb/nor/oslo/restaurant/happy-sushi-oslo","https://imageproxy.wolt.com/venue/63ee0576aef6061753cd4cd4/d15f53ba-aee6-11ed-bef8-027be7847b8c_happy_sushi1399.jpg","Happy Sushi","Happy Sushi","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
96,"https://wolt.com/nb/nor/oslo/restaurant/thai-sushi-express","https://imageproxy.wolt.com/venue/63e23ae12ca4605ec1aac095/cc7c9c56-a6dd-11ed-83a8-3ee65b684333_9f51122a_188a_11ed_96cc_fa39f4488f04_asian_food_harsleb_44187.jpg","Thai Sushi Express","@On Padthai Takeaway Chaichit byttet navn til Thai Sushi Express. Nyåpnet Thairestaurant på grünerløkka Sushi er kun tilgjengelig fre-søn🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
97,"https://wolt.com/nb/nor/oslo/restaurant/vinnys-kebab","https://imageproxy.wolt.com/venue/60dd82707ae1293932708639/197af2be-a229-11ed-8304-8a4d1e2e7d2b_282bcdce_e3bc_11eb_b032_568439716ec2_b_rum_kebab_og_pizzeria0296.jpg","Vinny's Kebab","Smakfull hamburger, kebab og pizza.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
98,"https://wolt.com/nb/nor/oslo/restaurant/dner-bros","https://imageproxy.wolt.com/venue/5e8da751e31a472192bb1d52/467e1800-a255-11ed-aaff-aec5d0a72eed_doner_bros.jpg","Döner Bros","🏆 Best kebab in town - Aftenposten 2021😊","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
99,"https://wolt.com/nb/nor/oslo/restaurant/kiellands-baguett","https://imageproxy.wolt.com/venue/641b0fe0fb6287666b837776/20e947f0-d846-11ed-a87d-9ad7beaa8dc4_kiellands_baguettes10501.jpg","Kiellands Baguette","Ferske baguetter 🥖","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",
100,"https://wolt.com/nb/nor/oslo/restaurant/habibi-restaurant-og-kaf","https://imageproxy.wolt.com/venue/5ec27a5bf3f34d0619e676bb/48df4e7a-8c90-11eb-ba1d-6eec6b3cfde3_habibi14437__1_.jpg","Habibi Restaurant & Kafé","Habibi byr på autentiske matopplevelser fra det Palestinske kjøkken😍","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
101,"https://wolt.com/nb/nor/oslo/restaurant/happy-foods-oslo","https://imageproxy.wolt.com/venue/5f9ef4c3b4a660fc3242fd04/cb4887bc-a216-11ed-9d22-8eae08292404_happy_foods___03.10.20.0969.jpg","Happy Foods","Ren, plantebasert mat uten noe tull🌱","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.4
102,"https://wolt.com/nb/nor/oslo/restaurant/big-bite-oslo-city","https://imageproxy.wolt.com/venue/61c343c87eed17c2fb74e191/f21c886a-63f7-11ec-9f88-8a7d59748704_big_bite_9.jpg","Big Bite Oslo City","Big Bite er mat i farta for folk i farta.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
103,"https://wolt.com/nb/nor/oslo/restaurant/palmyra-cafe","https://imageproxy.wolt.com/venue/606e2add6b696886a6203928/991b67e4-9d10-11eb-ae46-568d586d2612_palmyra_cafe3241.jpg","Palmyra Café","Tradisjonell South Indian & Tamilsk","<span>$</span><span class=""sc-537ac15b-35 hxASyT"">$$$</span>",8.6
104,"https://wolt.com/nb/nor/oslo/restaurant/grytelokket-storgata","https://imageproxy.wolt.com/venue/60951b7eeb2fa352eaef2b4c/0c888568-b337-11eb-98b4-f2451e8c7322_grytelokket5160.jpg","Grytelokket Storgata","Hurtigmat sammensatt av de beste råvarene!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
105,"https://wolt.com/nb/nor/oslo/restaurant/buldak","https://imageproxy.wolt.com/venue/5f3132e25856f8a902f4e0da/a90c4520-8035-11ec-9b3e-cedbd46e2c5f_buldak.jpg","Buldak - Korean Fried Chicken","Gratis levering for alle bestillinger over 349,-🚴🏼‍♂️//Korean Fried Chicken from Seoul to Oslo.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
106,"https://wolt.com/nb/nor/oslo/restaurant/subway-torggata","https://imageproxy.wolt.com/venue/6362736c46e47571aedf2302/2c643726-5ab4-11ed-9dd0-fe3cb7070e43_57d3865a_5497_11ed_a765_ee7498f4e5a2_94623684_2ca6_11ed_9d67_2ea2fce494ad_18dcf67c_b657_11ec_b80d_5ed79b6f706a_819749da_843c_11ec_bbc8_b67e26a711d2_02e59668_6ef8_11ec_99d1_22acf503bccc_e461ff76_6537_11eb_b4b2_761cafed28c6_sub_list_image.jpeg","Subway Torggata","Bredt utvalg av sandwicher 🌯","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
107,"https://wolt.com/nb/nor/oslo/restaurant/cultivate-food","https://imageproxy.wolt.com/venue/61bc60a829e0fc4ecaa00e5e/fb45105c-a216-11ed-9487-e69b8d02ee5b_21240ffa_63e6_11ec_9056_0a69142b4180_cultivate_food0138.jpg","Cultivate Food","Ditt nye plantebaserte spisested","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
108,"https://wolt.com/nb/nor/oslo/restaurant/cinnamon-oslo","https://imageproxy.wolt.com/venue/62bc0ac499b38718f4bd9085/534e0586-a070-11ed-92c0-32358a055c13_punjabi_tadka00344.jpg","Cinnamon Indian (Indisk)","Halal & Vegan. Smakfulle indiske retter!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
109,"https://wolt.com/nb/nor/oslo/restaurant/yatai","https://imageproxy.wolt.com/venue/615ef3485e47178c60258782/82ae0630-4ad2-11ed-ad70-aeb887fafe41_yatai11619_new_1.jpg","Yatai!","Yatai! Serverer byens beste Katsu. Hands down!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
110,"https://wolt.com/nb/nor/oslo/restaurant/tunco-oslo-street-food","https://imageproxy.wolt.com/venue/5ebe9b67b34790fc4842f052/fbef458a-5295-11ec-8510-969cbfc4ee31_wok_16_9__2_.jpg","Tunco Oslo Street Food","Noodles & Bao`s","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
111,"https://wolt.com/nb/nor/oslo/restaurant/punjabi-masala","https://imageproxy.wolt.com/venue/5e7b53ce06a548a1a1bee5eb/d97555c6-a226-11ed-bdfa-e2b666b0556c_42ba4564_72b9_11ea_8cfa_0a58647f8d71_shutterstock_1130181923.jpg","Punjabi Masala","Indisk kokkekunst","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
112,"https://wolt.com/nb/nor/oslo/restaurant/sushi-asia","https://imageproxy.wolt.com/venue/5ea6ea726804eb36ad3110de/e190dfe2-8b94-11ea-9c26-0a58646cf009_sushi_asia.jpg","Sushi Asia","God sushi i sentrum av Oslo","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
113,"https://wolt.com/nb/nor/oslo/restaurant/li-li-china","https://imageproxy.wolt.com/venue/60e6ce723676032db10d17db/a9267422-eeb3-11eb-bd5d-5ebe6d920cc1_lili_china0520.jpg","LiLi China","Smaksrike og autentiske Kinesiske og Thailandske retter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
114,"https://wolt.com/nb/nor/oslo/restaurant/winther-restaurant","https://imageproxy.wolt.com/venue/5f2d0b96e0c19cdda3f34403/1c0395e2-edc5-11ea-bd10-8ee68693b22d_hero__1_of_3__3.jpg","Winther Restaurant","Napolitansk surdeigspizza, skalldyr, ost fra eget ysteri og spekemat 🍴","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
115,"https://wolt.com/nb/nor/oslo/restaurant/mommas-sweet-pies","https://imageproxy.wolt.com/venue/5e9996aa7ee0bdfac5b81516/dd23a768-3559-11eb-8329-e206e8dc13ea_bff_diner_21305.jpg","Momma's Sweet Pies & Chicken Thighs","All your favourite American pies and Buttermilk fried chicken","<span>$</span><span class=""sc-537ac15b-35 hxASyT"">$$$</span>",8.2
116,"https://wolt.com/nb/nor/oslo/restaurant/tyen-halal-burger","https://imageproxy.wolt.com/venue/6139c2251ee621874afadf86/0c9ad726-228c-11ec-bad2-c23e49118ee4_t_yen_halal_burger0824.jpg","Tøyen Halal Burger","Et godt utvalg av digge burgere, pizza og kebab","<span>$</span><span class=""sc-537ac15b-35 hxASyT"">$$$</span>",8
117,"https://wolt.com/nb/nor/oslo/restaurant/upper-crust","https://imageproxy.wolt.com/venue/5f3c2f3c95538e681ae4aba7/1305fa6c-e2e3-11ea-b5ba-bec468afdad9_hero_1.jpg","Upper Crust","Fresh & Fast","<span>$</span><span class=""sc-537ac15b-35 hxASyT"">$$$</span>",8.2
118,"https://wolt.com/nb/nor/oslo/restaurant/caf-cathedral","https://imageproxy.wolt.com/venue/5f2d31118be8dab7d0a6dc8a/c320f29c-d8ae-11ea-b780-d21090b82904_hero_1.jpg","Café Cathedral","Steinovnsbakt og krispy italiensk pizza med råvarer av kvalitet 🍅 👌🏽","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
119,"https://wolt.com/nb/nor/oslo/restaurant/atelier-asian-tapas","https://imageproxy.wolt.com/venue/626a83cd99b72a9fbcf125e8/07379068-01c4-11ed-b405-927caad4b3e9__dsc1287.jpg","Atelier Asian Tapas","Asiatisk Gatemat & Moderne Matkunst.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
120,"https://wolt.com/nb/nor/oslo/restaurant/happy-chicken-oslo","https://imageproxy.wolt.com/venue/63fe1baeb8a9c308fa5768c9/8ab09a86-bffe-11ed-ace2-06a846dfa551_0ced73f4_2d96_11ec_857d_12a440743046_house_of_shawarma_str_mmen0259.jpg","Happy Chicken","Mat fra Midtøsten laget med kjærlighet","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",6.8
121,"https://wolt.com/nb/nor/oslo/restaurant/mr-bowl","https://imageproxy.wolt.com/venue/60192b94265003e1a6df80a4/61b7dd98-a22a-11ed-a030-ae838565fd28_55f513fe_71d0_11eb_a572_3ef7f645ec85_rice_bowl4832.jpg","Mr. Bowl","Sunne og digge retter inspirert av asiatisk matkultur","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
122,"https://wolt.com/nb/nor/oslo/restaurant/yummy-house","https://imageproxy.wolt.com/venue/5eb00511f978567d05bef77f/fc6f6598-b945-11ea-a58b-1a101a72780b_hero1.jpg","Yummy House","Kinesisk mat fra det szechuanske, shanghainesiske og kantonesiske kjøkkenet","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
123,"https://wolt.com/nb/nor/oslo/restaurant/sofienberg-sushi-wok","https://imageproxy.wolt.com/venue/5f8ee2bbc67bd4689c074745/629d4740-20de-11eb-94f8-b28eb7dd02fe_shutterstock_1032671302.jpg","Sofienberg Sushi & Wok","Et stort utvalg av sushi og wok retter 🍱","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
124,"https://wolt.com/nb/nor/oslo/restaurant/indi-gastro-bar","https://imageproxy.wolt.com/venue/5f9eeaf07d5806a5dcf5d6cb/87778eb0-25aa-11eb-9981-b27aca2b447c_hero_2.jpg","Indi Gastro Bar","Good Food & Drink | INDIAN KITCHEN","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
125,"https://wolt.com/nb/nor/oslo/restaurant/mymy-sushi","https://imageproxy.wolt.com/venue/637c8814de44a96e070e2752/843e5a78-8780-11ed-bec4-ce6e449357ec_samlebilde3.jpg","MyMy Sushi","Velsmakende og godt utvalg sushi og varmmat!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
126,"https://wolt.com/nb/nor/oslo/restaurant/golden-mountain-restaurant","https://imageproxy.wolt.com/venue/60e6d2cc9c76b5d1ee0d231f/eb25155e-eeb3-11eb-b489-e6ef00020ac4_golden_mountain0856.jpg","Golden Mountain Restaurant","Spennende og tradisjonelle kinesiske retter.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
127,"https://wolt.com/nb/nor/oslo/restaurant/sushitime-alexander-kiellands-plass","https://imageproxy.wolt.com/venue/62fe34ec85126205c79d918a/291fae64-3cd8-11ed-86af-badea4353929_sushitime.png","Sushitime Alexander Kiellands plass","Stort utvalg av sushi!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
128,"https://wolt.com/nb/nor/oslo/restaurant/albertine-spiseri","https://imageproxy.wolt.com/venue/5e8c9af7fd92cd14d2a1c537/8b7cf392-a21c-11ed-87e3-6af4e75136ab_12ff051a_7543_11ec_87fd_126209a543d4_albertine_spiseri1175.jpg","Albertine Spiseri","Småretter fra Hellas og Tyrkia.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
129,"https://wolt.com/nb/nor/oslo/restaurant/hubbies-hot-dogs","https://imageproxy.wolt.com/venue/637271e0d904d7955a4a0e26/97e61294-adde-11ed-9908-aa8a31007a3b_hubby_hot_dogs5593.jpg","Hubbies Hot Dogs","Smakfulle pølser!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
130,"https://wolt.com/nb/nor/oslo/restaurant/ming-sushi","https://imageproxy.wolt.com/venue/5f7c4000a086c81963f15993/ff1dd854-1207-11eb-b901-de87b5bba3f9_hero_shot_2_favorite.jpg","Ming Wok","Sushi og Wok 🍣","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
131,"https://wolt.com/nb/nor/oslo/restaurant/creperie-de-mari","https://imageproxy.wolt.com/venue/5ea04fefc2feeba93ae5e3b9/e4e1f292-84c5-11ea-829c-0a58647f8d47_gru_nerl_kka_1.jpeg","Creperie De Mari","Fransk kokkekunst på sitt beste! 💙😀","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.6
132,"https://wolt.com/nb/nor/oslo/restaurant/naturli-caf","https://imageproxy.wolt.com/venue/5f7ecd2d82dd7de8874cc756/4d67f772-a218-11ed-ac8e-0e8360ee2bde_5773a2f6_69a7_11ed_bcf2_ea03a30b0e01_naturli_l_kka21285__1_.jpg","NATURLI’®","100% plantebasert - smakfull mat du både blir glad og mett av! 🌱","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
133,"https://wolt.com/nb/nor/oslo/restaurant/palazzo-pizzeria","https://imageproxy.wolt.com/venue/60b8c2eeb899093e57694495/6ce2f802-d025-11eb-9bc3-ba9b08b698f2_pizzaria_palazzo0303.jpg","Palazzo Pizzeria","Pizza, kebab & burger","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
134,"https://wolt.com/nb/nor/oslo/restaurant/gohan","https://imageproxy.wolt.com/venue/5ebe923e5a9d7b00407990e3/d2ecee0c-b224-11ea-be06-4e3d5c3ad83e_gohan.jpg","Gohan","Japansk streetfood🥢😊","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
135,"https://wolt.com/nb/nor/oslo/restaurant/refresh-via-village","https://imageproxy.wolt.com/venue/62ce974be7a906c8f586ef13/cf9acc0a-a219-11ed-81fa-a6423ef9dba7_refresh_via_village__39_.jpg","Refresh Via Village","Ferske, freshe juicer og mat laget med de beste råvarene🥑🍓","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.6
136,"https://wolt.com/nb/nor/oslo/restaurant/1947-gandhi","https://imageproxy.wolt.com/venue/63c7d0dc6bae41d0f517019d/aa70c9a8-9d63-11ed-b2dd-4a2b0f10286b_gandhi_19474406.jpg","1947 Gandhi","Vi tilbyr en moderne indisk kulinarisk opplevelse med eventyrlige, autentiske indiske smaker.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
137,"https://wolt.com/nb/nor/oslo/restaurant/la-castello","https://imageproxy.wolt.com/venue/63f3317084b60523e1a38436/0e245958-b37e-11ed-a918-36a1e48e28b7_ffd9a3b2_4986_11ea_b2ee_0a586465c8ee_img_1927.jpg","La Castello","Italiensk pizzeria med autentiske smaker av Italia.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
138,"https://wolt.com/nb/nor/oslo/restaurant/bistro-budapest","https://imageproxy.wolt.com/venue/5e99742b73bfdab1e2502a71/85b75954-0a37-11eb-a23d-c68cdb8e12a5_img_7654__1_.jpg","Bistro Budapest","Nydelig Ungarsk mat😀","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9
139,"https://wolt.com/nb/nor/oslo/restaurant/burgerjoint-akerbrygge","https://imageproxy.wolt.com/venue/5ea15a36dd2ef8e80294d4b0/3153076c-570f-11eb-9849-1228f2886e51_burger_joint2722.jpg","Burger Joint","Real American burger🍔","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.8
140,"https://wolt.com/nb/nor/oslo/restaurant/d-san-asian-street-food","https://imageproxy.wolt.com/venue/60b0c90a5ff3dbe5606c0d50/78e26d04-bfae-11eb-a2b9-020f0ce1cb4c_d_san_asian_street_food0549.jpg","D-san Asian Street Food","Liv, farge og aroma","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",9.2
141,"https://wolt.com/nb/nor/oslo/restaurant/restaurant-nomade","https://imageproxy.wolt.com/venue/62022011202b96c5e24001c3/4b42b16c-8f1d-11ec-984f-ba2e0266a4bf_restaurant_nomade3558.jpg","Restaurant Nomade","Smakfulle retter som metter enhver finner du hos Nomade.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.8
142,"https://wolt.com/nb/nor/oslo/restaurant/bristol-pub","https://imageproxy.wolt.com/venue/637b7784e4acf17f50fa4261/8ca19bbc-8055-11ed-bd06-1afce500730f_samlebilde.jpg","Bristol Pub","Bristol Pub - hjemmelagede smashburgere basert på tørrhengt kvalitetskjøtt fra Bristol Grill.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.4
143,"https://wolt.com/nb/nor/oslo/restaurant/rossi-oslo","https://imageproxy.wolt.com/venue/63d396d65ca992c40dc0dae6/88cd0820-b11d-11ed-9c01-b6d61c443483_0samlebilde.jpg","Rossi","Italiensk mat fra Rossi.","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8.2
144,"https://wolt.com/nb/nor/oslo/restaurant/max-grnnland","https://imageproxy.wolt.com/venue/5e751f10d1014cfc80998c0e/9522f966-249d-11ed-899c-3ea8f7ed0868_1500x600_friscocheesejalapeno.png","MAX Grønland","Sveriges mest populære burgerkjede!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.4
145,"https://wolt.com/nb/nor/oslo/restaurant/yo-sushi","https://imageproxy.wolt.com/venue/5f9eeefbaac5042b82430edf/079f9190-25a2-11eb-b28b-02848b755664_yo_sushi1851.jpg","Yo! Sushi","We do takeaway. So you can have fresh Japanese-inspired dishes delivered straight to your door. Fast, simple, convenient - just how it should be!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.2
146,"https://wolt.com/nb/nor/oslo/restaurant/restaurant-jensens-bfhus","https://imageproxy.wolt.com/venue/61f8fca6e55ab62611393d40/fc5da1ca-9010-11ec-b50f-0660886e4c73_restaurant_jensens_b_fhus2691.jpg","Restaurant Jensens Bøfhus","En god biff er aldri lenger unna enn nærmeste Jensen Bøfhus!","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",7.2
147,"https://wolt.com/nb/nor/oslo/restaurant/vino-al-vino","https://imageproxy.wolt.com/venue/5fae8b4eb4c009097baee190/9e802a3a-30a0-11eb-b8db-de55e658b1c9_hero_shot_1.jpg","Vino al Vino","Italieneren på hjørnet av Holbergs plass 🍝","<span>$$</span><span class=""sc-537ac15b-35 hxASyT"">$$</span>",8
